"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" g__Haliangium",1.5045710956398,1.83741755205172,1.11878261544273,-0.613030374136955,4.56352999070809,-0.111172303840302,0.420949905267292,0.555900844574591,0.810798041082384,0.34299989050954,0.6593839194983
" g__Pajaroellobacter",4.42699039204812,4.86067394741361,3.9529078068252,-0.885610935878572,1.31649469871454,-0.528306618547779,0.20963543214156,0.00927182004347774,0.151666898921855,0.000709401841568147,0.0275945583078501
" g__Phaselicystis",-2.26538890255732,-2.3281125702219,-2.20740675691704,-0.024618472050828,4.73143884958871,-0.00254110375679977,0.49837345483942,0.568867314285859,0.808193719279523,0.583206328221863,0.802128412023675
" o__Polyangiales",-2.16750136653405,-1.97290652950101,-2.33000371422025,-0.871303314054098,5.04366235915553,-0.160238803055016,0.423177086112422,0.427338765626899,0.700944857992961,0.458914816809876,0.697582187656167
" f__Polyangiaceae",-2.59369034788304,-2.49057337212461,-2.68482406126107,-0.397257222157462,4.59626946093074,-0.0748682065485607,0.464843751247933,0.535994897005596,0.773754978785678,0.556439323024148,0.765975709371587
" g__Minicystis",-2.81694752335302,-3.16246075179561,-2.47637731106627,0.630782816487102,4.48356972712987,0.128918369811774,0.43461288458481,0.444081878463061,0.704111385079462,0.416364021584991,0.667383455607389
" g__MBNT15",-2.0445370505711,-1.77615850521997,-2.25847684346615,-0.681828471119447,5.10782309406996,-0.104281942334044,0.446974627786363,0.515857905784574,0.77101344038271,0.49993632688799,0.734308652372542
" g__RCP2-54",8.69783462125576,8.67027799527115,8.73997872149316,0.180616622929351,0.895091482641476,0.188224524479925,0.413411461486309,0.22586485067681,0.605896796035623,0.316672812316782,0.649420623535173
" p__Desulfobacterota",1.30455688339097,1.9837505510081,-0.254804043771622,-1.12760500547157,5.1716700701639,-0.20011046537376,0.403383217593734,0.236130843724654,0.570640472878237,0.216237442809656,0.5441601862506
" g__NB1-j",2.8532691397341,2.76451744609922,2.88316106573657,0.303788954400482,6.12206002588507,0.0468688426027056,0.47395833425566,0.533354933146617,0.800154578811423,0.725004665220086,0.887812450956059
" g__0319-6G20",2.49403779071965,2.19148842225707,2.72111821958619,0.0560487196248376,4.8283924063606,0.00889617184475188,0.494791666850652,0.647783641503913,0.860124675911779,0.796769208711684,0.921667161177324
" g__SAR324_clade(Marine_group_B)",-1.96253555645578,-1.07236688517992,-2.57239387532025,-1.87383822859036,4.98048412411252,-0.320270826529518,0.34612882837694,0.206568636408187,0.492485975644328,0.147723247097972,0.395730591508655
" g__Bdellovibrio",1.77519756500135,1.64128426841235,1.94967158609046,0.695545166613716,4.72409589587228,0.126208141737097,0.418619794619338,0.4876025276188,0.770279146218504,0.342499668570879,0.669292521388356
" g__Silvanigrella",-1.72824531447888,-1.48453461959234,-1.93452400347579,-0.707733347871493,4.80492848899229,-0.124329461887899,0.443359377026625,0.491181784216911,0.755743932276406,0.494435770829538,0.738914475042497
" o__Oligoflexales",-1.71774016759918,-1.34848883541113,-1.99604426598164,-0.575944583393101,4.70986725261948,-0.110272749569542,0.440104168813064,0.500964548466926,0.7594287525788,0.478933616681968,0.724648964849387
" o__Babeliales",0.693255113162748,1.82117742801707,-1.6490451602856,-2.86199623451012,4.72278436120837,-0.546088656535117,0.267578135472281,0.0173227139286585,0.166547300883453,0.00672377781740108,0.094926549247512
" g__UBA12409",-2.62879371008703,-3.07610377247999,-2.12779409796535,0.992999480173794,4.39447205549954,0.200065147919296,0.398437503741698,0.341982198090376,0.622540490911377,0.307818193252736,0.566162523753061
" g__Vermiphilaceae",-1.178830615528,-0.917715803951914,-1.47841717461441,0.00220256731673185,5.38349356150732,0.000491142628909145,0.5,0.620670901921544,0.836211886408658,0.636787296178231,0.834705275271334
" g__Babeliales",1.17201091735763,2.02530956973768,-0.0940831960706552,-1.89844710053608,3.43422228623848,-0.482192753661295,0.258463552794923,0.0364909526013425,0.234088578296677,0.00739746415827711,0.0992641463034731
" g__hgcI_clade",-2.69009060332484,-2.78530867415165,-2.57625486704081,0.267234404130056,4.70599859818171,0.0465434447461633,0.47820429484969,0.579269722163313,0.819040921185636,0.540301976243288,0.773862467614182
" f__Sporichthyaceae",-2.77555589599335,-2.9090316964051,-2.62079581545122,0.261617491964233,4.58281590205535,0.0471861955020199,0.480468750690923,0.546773140543083,0.78950510597707,0.519317712424816,0.757641633581222
" g__0319-7L14",-2.20676351248195,-2.82212755275658,-1.38128664844196,1.30422350031421,4.31766526806746,0.266788779734471,0.361979171943853,0.214593149390891,0.501182431194688,0.143879067430918,0.396951524051384
" g__IMCC26256",2.71971122534049,2.7157541940721,2.74114792902266,0.0831051400113187,5.29105355042779,0.0172675205637027,0.487963565811953,0.589579251971945,0.830842582123337,0.81143481054724,0.926981914334627
" o__Microtrichales",-2.40905007433908,-2.45457961684479,-2.34571025528229,-0.0268983331435546,4.4107337708749,-0.00470324732628516,0.497722836775189,0.533998452621068,0.788713748105687,0.584185979297646,0.799224338320617
" c__Acidimicrobiia",3.55423520011482,3.6329042477334,3.3890745452721,-0.267127702681282,3.34786483950983,-0.0572566799525635,0.459635418101748,0.542293522048756,0.804519293594997,0.589345891584041,0.828472742161656
" g__Acidothermus",4.28296532551238,4.12466914495086,4.70013761899159,0.38629218611939,2.37224796396894,0.103188057179868,0.430058558144293,0.77713208669896,0.922507261630253,0.478746030148421,0.769075064560331
" g__Mycobacterium",4.5097034113716,4.1899522744983,4.92052699170169,0.938310418681564,2.4504343872834,0.324212754934558,0.344176974207707,0.136857263088143,0.490578559235537,0.0664930822316955,0.327160816923211
" f__Pseudonocardiaceae",-2.61115675694954,-3.16283087321299,-1.9932323762618,1.29752614728237,4.60247412382277,0.233659559022244,0.37931034934835,0.285739467872778,0.576347457192843,0.257062906321604,0.507457851901119
" g__Actinomadura",-2.69998161405321,-3.01723548798713,-2.32552131751899,0.773860259661839,4.55786708052257,0.14729690821844,0.425504231705088,0.413464108306729,0.691742028711543,0.415813717641281,0.664112334865144
" g__Catenulispora",0.0499466798763537,-0.658431244419929,0.895849910565563,0.968763009095551,5.1616188963643,0.168749777403464,0.413142488520356,0.369119554889447,0.670899260914219,0.373981917954402,0.6724595312217
" g__Actinospica",-2.09777959507715,-2.36780455758879,-1.79376056514034,0.649009956004934,5.08965420383945,0.120190595480033,0.435546877315034,0.463042979968612,0.725296623467975,0.475783498822163,0.716980099010603
" g__Jatrophihabitans",-2.45205083658119,-2.98783735202274,-1.75793703416637,1.26114595246788,4.6304940353936,0.239445187724909,0.385416670938226,0.320219702477152,0.600313271925846,0.271877195531666,0.520016571435171
" f__Thermomonosporaceae",-2.4223946999807,-2.85821803713125,-1.83880068002004,1.32613897849441,5.57942355416369,0.203232881032719,0.404296878508909,0.263791778927685,0.541005494815405,0.315265326136664,0.553527868648229
" g__Streptacidiphilus",-2.76493800430742,-3.03720728694216,-2.47768206023934,0.674152693179882,4.53728374517994,0.122182322506492,0.433962266521803,0.441627347325826,0.712220109280021,0.415231759293892,0.670080682652363
" g__Cytophaga",-2.81388950526583,-3.08536338814789,-2.44283120710048,0.81069620974361,4.43845413796215,0.155702085830634,0.427083335964807,0.404045145391346,0.680304400104519,0.408807832336065,0.657437912022248
" g__Mucilaginibacter",3.31963217157918,2.30547726248331,3.71232466436538,1.60710829041243,5.22206678166109,0.278452020334336,0.364996752046336,0.127611810649006,0.464783164775637,0.0985374856926781,0.395093240852126
" g__FFCH9454",-2.60032558133164,-2.78955082321543,-2.45282975580428,0.22076633204579,4.56912442095519,0.0481474294225755,0.474951204529289,0.507404312709729,0.77059922705245,0.524516850487462,0.758549977825502
