"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" o__Sporidiobolales",-0.51264392355178,-0.320188218922051,-0.704862599912603,-0.339158778524769,4.50169671131466,-0.0678770700472392,0.466288149043964,0.513252765647908,0.840692918318072,0.506798477844596,0.847610754871029
" f__Nectriaceae",-0.383084833040083,-0.606202837446123,-0.136056108512775,0.73762522580352,4.71306663888825,0.149600061867175,0.431511713362737,0.360124514262308,0.758279246541332,0.404760337287007,0.798074777869362
" g__Glaciozyma",-0.583348813036359,-0.524152903260576,-0.655945338516961,-0.267920220031916,4.28604489587473,-0.0548609880656317,0.475514550356024,0.485434188323825,0.834845224295085,0.518693367749339,0.858760838020464
" g__Hydnellum",-0.601191594646817,-0.47135770739823,-0.711977025285409,-0.298964875362979,4.51784013175844,-0.0519922589744374,0.469460228561281,0.490566040637242,0.832967170665669,0.503402622343789,0.847794384892017
" c__GS26",-0.578900413433065,-0.596945738873524,-0.561464024339648,0.0469302262490778,4.40243670897768,0.00626214110011109,0.495386799341991,0.505391952738759,0.852332793018175,0.485128289914505,0.845147508922386
" g__Ramicandelaber",-0.652734410280318,-0.380451019606249,-0.817962302487283,-0.745298796258597,4.53591576496529,-0.144403119699901,0.42867282065733,0.423917668960432,0.797065095017283,0.468091768980238,0.811754844189259
" g__Connopus",-0.595158034322231,-0.403245855277494,-0.731087762886598,-0.348914750802228,4.65259553177492,-0.0575457391899996,0.463068183379135,0.452954531880665,0.803509206471903,0.471669167780518,0.820492844314932
" g__Metacordyceps",-0.635888562162515,-0.645762910135235,-0.622400339230415,0.107493129649836,4.36718867932862,0.0229463750605851,0.487215909628643,0.566273262285903,0.872746753666027,0.555024054302266,0.872006299742199
" g__Sistotremastrum",-0.585025398136422,-0.295599966404289,-0.832064064270631,-0.545439935942094,4.60982351903226,-0.0917271229107186,0.443892047843134,0.479525482090213,0.825037480789626,0.500050637928681,0.834276953028329
" g__Dictyolus",-0.705663350496628,-0.717907128721612,-0.703144859947161,0.223979074287508,4.53722134096579,0.0480702699015009,0.476933996711935,0.503436341543058,0.847475778819255,0.490888444770255,0.850265837771937
" g__Pluteus",-0.624646136905538,-0.745815838575187,-0.549070688795592,0.257615498260475,4.38929739563222,0.053226264537538,0.46803977407624,0.507505937686841,0.852868043826537,0.475657368404461,0.8408129100829
" f__Cortinariaceae",-0.608147499225501,-0.326187565776539,-0.862731715211003,-0.645431891712681,4.71847480006412,-0.118612960781839,0.433948866462151,0.416517959980761,0.795850245710983,0.426430776200273,0.809666540020676
" o__Cantharellales",-0.638549817236647,-0.47566715856239,-0.758151795290686,-0.286654025993193,4.53197557117862,-0.0538849861522779,0.471590910288959,0.481645599401443,0.831473965822972,0.484081027163815,0.833342833413879
" g__Phenoliferia",-0.583788225908697,-0.627713181743053,-0.529141230974851,0.180695827366514,4.54426330233133,0.0376523727187019,0.480113637200889,0.51478866198727,0.848915337225337,0.536251950795561,0.863561642306239
" g__Volutella",-0.667569781899115,-0.803182968983705,-0.501099827061251,0.33458316532786,4.20212617896128,0.0625018121307645,0.474804827178088,0.541046219791747,0.852554239955687,0.541164581698743,0.858889796472954
